Time,Voltage
1.0083718215330433,-29.222409866497955
1.034053807192406,-24.83470161459381
1.0559427787054376,-27.556294975284942
1.0779159551532962,-32.20636055821363
1.1001993548403821,-33.24907842174461
1.1224123153592847,-31.601020060664737
1.1446679757279266,-31.58409595963657
1.1669189609305386,-31.388580516267012
1.1891821015648283,-31.657402562985098
1.2114449305213828,-31.914318520213797
1.2336439174884846,-29.73247048035789
1.255963419846579,-32.1543103764143
1.2782047430393961,-31.589706158872445
1.300451988109184,-31.25131764162971
1.3226733639269403,-29.924723696764403
1.344944244558324,-30.489213632469998
1.3669705620600556,-21.711392015470793
1.3893116221281767,-24.956736434546002
1.4115913855750173,-25.860549920700294
1.4337459584648353,-21.982084128600874
1.4559826064916224,-21.23888856871757
1.4708546992298408,-9.682501498324243
1.4785430097659786,5.781545178710658
1.4862056068889524,22.22784423862339
1.492972520120035,34.24457932409226
1.5059873165757347,52.341869978882855
1.5321854751956554,43.4525525782429
1.5517237732288636,31.338651958786357
1.5743437848701007,17.437357446672763
1.5968438005832377,8.119907387989088
1.6192409626437172,2.7314668608167807
1.6415446213835994,0.9148531804729743
1.663762568746267,2.372414109721973
1.6860085671051137,2.7584269849224228
1.7083028755129361,1.2989959892614564
1.7306891288526793,-3.6727314057808655
1.7752528114494979,-5.639106237948482
1.797539327913937,-6.800884996373725
1.8197884430501372,-6.533933016067564
1.8419565219751526,-3.171397768510033
1.8641978451679697,-2.606793550968149
1.8865482555681505,-6.209320654726227
1.9088612646400924,-8.38311701975286
1.9311025878329091,-7.8185128022110035
1.9532956009767508,-5.4084647138077315
1.97557744227516,-6.39165212989154
1.9965564706399095,-6.791534664313971
